OTE,1600,
CURITOS,1580,
JUAN,1520,
EMA,1480,
MANU,1480,
NICOV,1440,
FRODO,1440,
DIRRI,1440,
MIGLI,1440,
MONTA,1430,
GERMAN,1420,
FEDE,1200,
GASPAR,700,
